job_id,title,company,city,posted_date,job_type,source,description
KAGGLE_00334,Junior Data Scientist,Hyringninja,Mumbai,2022-07-23,,kaggle_2022,"Good mathematical background and knowledge of data science, deep learning, machine learning and artificial intelligence would be an added advantage."
KAGGLE_00335,Consultant Data Science & Analytics,TransUnion,Mumbai,2022-07-07,,kaggle_2022,"Lead new HPC environment setup on behalf of data science teams.,The role will partner with internal and external cross-functional teams to drive the setup and…"
KAGGLE_00336,Cyber Intelligence Specialist (Senior),FENG GROUP,Patna,2022-07-21,,kaggle_2022,"Maintain awareness of the global threat landscape and review complex, technical threat data, enrich it with contextual information, and produce finished…"
KAGGLE_00337,"Analyst, Data Unification & Analytics, Cyber & Intelligence...",MasterCard,Gurgaon,2022-06-26,,kaggle_2022,"Experience in hands-on data modeling, programming, querying, data mining and report development using large volumes of granular data to deliver business…"
KAGGLE_00338,Cloud Data Science Lead,Virtusa,Bangalore,2022-07-23,,kaggle_2022,"Sound knowledge and exposure to exploratory text data analysis.,Experience and knowledge in data pipeline design and implementation."
KAGGLE_00339,Data Scientist,MasterCard,Gurgaon,2022-06-26,,kaggle_2022,"Experience in data management, data mining, data analytics, data reporting, data product development and quantitative analysis."
KAGGLE_00340,Senior Member Technical Staff - OCI Data Science,Oracle,Bangalore,2022-06-26,,kaggle_2022,"At every level, our engineers have a significant technical and business impact designing and building innovative new systems to power our customer’s business…"
KAGGLE_00341,Data Engineering Architect,Mercedes-Benz Research and Development India...,Bangalore,2022-07-13,,kaggle_2022,"As a Senior Technical Lead, you will be responsible to analyze battery performance time series data (big data) of electric vehicles by developing high…"
KAGGLE_00342,Data Integrity - Analyst,Deloitte,Hyderabad,2022-07-14,,kaggle_2022,"Provides end-to-end support around database management, data visualization, data science, data reporting and technology development.,1 to 3 years of experience."
KAGGLE_00343,Consultant - Data Science,Bristlecone,Pune,2022-07-19,,kaggle_2022,"Strong analytical techniques, data mining knowledge, and proficiency in handling and processing large amounts of data is needed."
KAGGLE_00344,Data Scientist,Accubits Technologies,India,2022-06-26,,kaggle_2022,"Develop custom data models and algorithms to apply to data sets.,Assess the effectiveness and accuracy of new data sources and data gathering techniques."
KAGGLE_00345,Data Analyst (Statistician),BuzzBoard,Remote,2022-07-15,,kaggle_2022,"Acquire data from primary or secondary data sources and maintain databases/data systems.,Technical expertise regarding data models, data base design development…"
KAGGLE_00346,Data Scientist,iMentus Technologies,Indore,2022-07-22,,kaggle_2022,"Hands-on experience with data science tools.,Data mining or extracting usable data from valuable data sources.,Collaborate with Business and IT teams."
KAGGLE_00347,Jr. Software Engineer,Shiksha,Patna,2022-07-22,,kaggle_2022,"Communicating key project data to team members and building cohesion among teams.,A bachelor's degree in computer science, software engineering, or another…"
KAGGLE_00348,Data science freelance Trainer,Coachx.live,Pune,2022-07-24,,kaggle_2022,"We are looking out for people with excellent technical knowledge and good communication skills to conduct training programs, who can design and deliver the…"
KAGGLE_00349,Data Science,OakNorth Bank,Bangalore,2022-06-26,,kaggle_2022,This will help us to analyze large financial/market/high-frequency data sets and provide business performance conclusions for companies across multiple sectors…
KAGGLE_00350,Data Science Application Developer,Accenture,Hyderabad,2022-07-20,,kaggle_2022,Professional Attributes : Able to understand various data structures and common methods in data transformation Excellent pattern recognition and predictive…
KAGGLE_00351,Data Engineer,Dataminerz Innovative Solutions,Delhi,2022-07-23,,kaggle_2022,"Experience in a data engineering role developing Python and Spark data.,Top-decile data engineering skills; strength in SQL and Python for data transformations."
KAGGLE_00352,Data Engineer,HRhelpdesk,Noida,2022-07-21,,kaggle_2022,Design and implement data pipelines for acquiring and transforming raw plant floor data into actionable information.
KAGGLE_00353,Reporting and Analytics Data Science Practitioner,Accenture,Bangalore,2022-07-14,,kaggle_2022,"Key Responsibilities : - Interpret data, analyze results using statistical techniques and provide ongoing reports - Undertake pre-processing of structured and…"
KAGGLE_00354,Quality Engineer- Manual,Swific Technology Pvt. Ltd.,Bangalore,2022-07-18,,kaggle_2022,"Lio helps its users organize their data efficiently on their mobile phones.,The problem the company is addressing is the lack of high quality data creation &…"
KAGGLE_00355,Data Engineer: Big Data,IBM,Hyderabad,,,kaggle_2022,"Implement scalable solutions to meet the ever-increasing data volumes, using big data/cloud technologies Pyspark, Kafka, any Cloud computing etc."
KAGGLE_00356,Consultant Data science,Aliqan Technologies,Bangalore,2022-07-20,,kaggle_2022,"Immediate to 20 days joining duration*.,Experience: * 4-7 years of experience in a computer vision role.,Plays a key role in designing and vetting of project…"
KAGGLE_00357,Data Analyst,Serendipity corporate services,Hyderabad,2022-07-19,,kaggle_2022,"Data science: 6 years (Preferred).,*6*+ years of experience in data analytics and consulting.,Advanced programming skills; proficiency with R or Python;…"
KAGGLE_00358,Data Operations Specialist,IQVIA,Bangalore,2022-07-22,,kaggle_2022,Works with Account Managers and customers to get detailed data specifications • Manages data segmentation requests to determine the optimum data set for each…
KAGGLE_00359,Data Operations Specialist,IQVIA,Bangalore,2022-07-22,,kaggle_2022,Works with Account Managers and customers to get detailed data specifications • Manages data segmentation requests to determine the optimum data set for each…
KAGGLE_00360,Risk - CCB - Fraud Risk (Data Science) - Associate,"JPMorgan Chase Bank, N.A.",Bangalore,2022-07-18,,kaggle_2022,Perform ad-hoc exploratory statistics and data mining tasks on diverse datasets from small scale to 'big data'.
KAGGLE_00361,Data Engineer,Meridian soft,Bangalore,2022-07-21,,kaggle_2022,"Strong in data science python libraries like NumPy, Pandas.,Good understanding of data models and relationships among the data."
KAGGLE_00362,Senior Data Analyst,Maxim Research Private Limited,Pune,2022-07-22,,kaggle_2022,"Working knowledge of data science/analysis programing languages such as R or Python.,Demonstrated experience using SQL (Structured Query Language) to query…"
KAGGLE_00363,Data Engineer,IDFC FIRST Bank,Bangalore,2022-07-19,,kaggle_2022,Own and organize clean data using models for so that data may be available for various banking requirements and resolving critical business-challenges; given…
KAGGLE_00364,Data Engineer I,DXC Technology,Bangalore,2022-07-21,,kaggle_2022,"Responsible for Design and development of efficient data ELT/ETL processes in Azure ADF, Databricks, Synapse, T-SQL etc that leverage External and Internal data…"
KAGGLE_00365,MBOS_Data Science Engineer - Image Database,Mercedes-Benz Research and Development India...,Bangalore,2022-06-26,,kaggle_2022,"Knowledge of data warehouse technologies and relevant data modeling best practices.,Understanding of data science, machine learning, and AI is a plus."
KAGGLE_00366,Data Scientist,Nielsen,Bangalore,2022-07-23,,kaggle_2022,"(Computer science or related field).,Strong hands-on experience with SQL, data warehousing, dashboarding, and reporting, involving large datasets and multiple…"
KAGGLE_00367,Data Science - Manager,Deloitte,Bangalore,2022-06-26,,kaggle_2022,"Fluency in both structured and unstructured data (SQL, NOSQL).,Extensive experience using common machine learning and deep learning libraries and techniques,…"
KAGGLE_00368,Data Analyst- power-bi- SQL,T&N Business Services Pvt. Ltd.,Gurgaon,2022-07-21,,kaggle_2022,"*Knowledge of programming language like python will be added advantage for data science.*.,*Experience in dash boarding using google data studio and google…"
KAGGLE_00369,Data Analyst,Travitons Technologies Pvt Ltd,Pune,2022-07-23,,kaggle_2022,"Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization."
KAGGLE_00370,Web Developer – Fresher,IntelloGrit,Remote,2022-07-22,,kaggle_2022,"Integrate data from various back-end services and databases.,Write well designed, testable, efficient code by using best software development practices."
KAGGLE_00371,Telecom Networking,IBM,Noida,2022-07-24,,kaggle_2022,"Collects a complete and accurate customer data (minimum data sets).,Intermediate technical understanding of voice, data, ethernet products and related equipment…"
KAGGLE_00372,Data science,Blue Diamond Infotech PVT LTD,Thane,2022-07-23,,kaggle_2022,"Deliver practical training sessions for Data Science and Business Analytics.,Must have experience in Python, R, SQL, Data Analytics, and ML."
KAGGLE_00373,Associate - Data Science,TheMathCompany,Bangalore,2022-06-26,,kaggle_2022,"Along with solving complicated business problems for organizations using data science techniques, you will be the face of MathCo. in client engagements."
KAGGLE_00374,Quality Analyst,DR Global HR Services,Chennai,2022-07-20,,kaggle_2022,"Compile and analyze statistical data.,A bachelor's degree in computer science, information systems or a related field."
KAGGLE_00375,Data Science Engineer,Wabtec,Bangalore,,,kaggle_2022,Statistical processing experience using large datasets (Integrating and transforming disparate data sources and determining the appropriate data hygiene…
KAGGLE_00376,Senior Data Scientist,Foundation AI (Cognial AI Solutions Pvt. Ltd.),Hyderabad,2022-07-21,,kaggle_2022,"Processing, cleansing, and verifying the integrity of data used for analysis.,*Working with both structured and unstructured data (images, text, video, audio)*."
KAGGLE_00377,Data management engineer,Siemens,Gurgaon,2022-07-14,,kaggle_2022,"Candidate will also help to establish and improve the data stewardship and data governance processes for power plant fleet data.,Familiarity with SAP is a plus."
KAGGLE_00378,Operation Analyst,NetApp,Bangalore,2022-07-19,,kaggle_2022,"Determining appropriate metjods to analyze operations, relevant information and data.,You should have good skills in Microsoft office suite (e.e. poerwPoint,…"
KAGGLE_00379,Data Scientist - Data Science,Bristlecone,Mumbai,2022-07-19,,kaggle_2022,"Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System."
KAGGLE_00380,Python Data Science/java/Web Designing Trainer,MISNT Services Pvt.Ltd.,Dehra Dun,2022-07-17,,kaggle_2022,"Python Data Science /Artificial Intelligence /Machine learning /Java.,Survey Chowk, Dehra Dun - 248001, Uttarakhand: Reliably commute or planning to relocate…"
KAGGLE_00381,Data Analyst,Honeywell,Bangalore,2022-07-15,,kaggle_2022,"Have 2 to 4 years of data engineering experience in any data warehousing platform.,You will work on a team including scrum masters, product owners, data…"
KAGGLE_00382,Programmer Analyst (Junior),FENG GROUP,Patna,2022-07-21,,kaggle_2022,"Ability to understand functional/technical specifications and analyze data;,Our Client is from a Financial Services company that is looking for a passionate…"
KAGGLE_00383,Data science,VFI SLK,Bangalore,2022-07-16,,kaggle_2022,Voya’s Data Science Infrastructure and Implementation Team (DSIIT) develops solutions to maximize productivity of Voya’s data science function.
KAGGLE_00384,Data Science Consultant,Blue Yonder,Bangalore,2022-06-26,,kaggle_2022,"Experience with data visualization tools, such as D3.js.,Experience with common data science toolkits, such as Python, R, Weka, NumPy, MatLab, etc."
KAGGLE_00385,GIS Data Analyst,Carifer Technologies,Erode,2022-06-26,,kaggle_2022,"Produce reports on geographic data utilizing data visualizations.,Designing digital maps with geographic data and other data sources."
KAGGLE_00386,DATA SCIENTIST,MAHIRA RESOURCES PRIVATE LIMITED,Hyderabad,2022-07-19,,kaggle_2022,"Create automated systems for data error detection.,Proven ability to work with large, complex data.,Lead development of end-to-end streaming- and batch-data…"
KAGGLE_00387,Data Engineer: Enterprise Content Management,IBM,Gurgaon,2022-07-15,,kaggle_2022,"To think along with clients and sell.,As an OpenText Solution Architect, you will work in large-scale and complex business and technical environments,…"
KAGGLE_00388,Data Science Specialist,GE Aviation,Bangalore,2022-06-26,,kaggle_2022,"Work with data engineers on data quality assessment, data cleansing and data analytics.,Develop data science models to address supply chain and engine fleet…"
KAGGLE_00389,Data Science,Zee Entertainment Enterprises,Bangalore,2022-06-26,,kaggle_2022,Preferred: Ideally Masters or higher but we are flexible with candidates having right experience; Familiarity with model building lifecycle and deployment in…
KAGGLE_00390,Associate Data Science Engineer,Gramener,Hyderabad,2022-06-26,,kaggle_2022,"Feel the thrill of using data to tell stories.,Learn the ropes of converting Data Problems to Data Answers using AI/ML.,Any graduate or final year student."
KAGGLE_00391,Lead Data Analyst,Mercedes-Benz Research and Development India...,Bangalore,2022-06-26,,kaggle_2022,Data Factory: experience using data factory in an enterprise solution to build data pipelines would be an added advantage.
KAGGLE_00392,Data Scientist,Pfizer,Chennai,2022-07-23,,kaggle_2022,Emphasis will be on application of artificial intelligence (AI) systems and predictive modelling techniques across the drug development continuum using…
KAGGLE_00393,"Trainee Analyst, DS&M",GSK,Bangalore,,,kaggle_2022,"Awareness of converting structured and unstructured data from various sources.,Thorough computer skills, understanding of general data flow & interfaces."
KAGGLE_00394,Case Quality Management,IQVIA,Bangalore,2022-07-24,,kaggle_2022,"; must have excellent oral and written skills in English • Working knowledge of Pharmacovigilance databases, ICSR processing conventions and coding; strong…"
KAGGLE_00395,Data Science Trainer,Innomatics Research Labs,Hyderabad,2022-07-21,,kaggle_2022,"Minimum 4+ Years of experience in machine learning & data analytics.,Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks,…"
KAGGLE_00396,Junior Data Science Team Member,Imurgence,India,2022-06-26,,kaggle_2022,"Experience with common data science toolkits, such as R desirable.,Analyse data to help in better descision making.,Knowledge or experience of how APIs work."
KAGGLE_00397,Data Scientist,Visa,Bangalore,2022-07-13,,kaggle_2022,The person should have understanding and appreciation of data engineering concepts and systems while being an expert (beyond knowledge of libraries) in data…
KAGGLE_00398,Data Scientist,Shell,Bangalore,2022-07-09,,kaggle_2022,"Moreover, it’s a technical job where you’ll need to apply advanced statistical analysis and predictive analytics to real-life business problems."
KAGGLE_00399,BPS- Data & AI,IBM,Mumbai,2022-06-26,,kaggle_2022,Collecting and analyzing data to learn more about Clients Strategic Imperatives and designing a focused Short- & Long-Term Account Plan.
KAGGLE_00400,Manager - Data Science and Analytics (Insights),TransUnion,Mumbai,2022-06-29,,kaggle_2022,"This role will work on analytics solutioning, design, build and implementation for custom reporting and analytics as per client needs, working closely with…"
KAGGLE_00401,Data Science People Analytics,Unisys,Bangalore,2022-06-26,,kaggle_2022,"Apply your expertise in people research, quantitative analysis, data science and data visualization.,Experience in conducting primary and secondary research…"
KAGGLE_00402,Data Scientist,HP,Bangalore,2022-06-26,,kaggle_2022,"Work on multiple projects requiring data engineering & data science solutions development.,Contributes to industry data science domain initiatives."
KAGGLE_00403,Data Science- Corporate Trainer,Synergy plus business group consultant,Delhi,2022-07-17,,kaggle_2022,"Data science-trainer: 5 years (Required).,*We are looking for a Data Science Corporate trainer.*.,Note: Prior online training experience is a must.*."
KAGGLE_00404,Data Analyst,Culture Arc,Bangalore,2022-07-04,,kaggle_2022,"Acquire data from primary or secondary data sources and maintain databases/data systems.,Technical expertise regarding data models, database design development,…"
KAGGLE_00405,RestartWithInfosys-India-Dell Boomi,Infosys Limited,Bangalore,2022-06-26,,kaggle_2022,"Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data •…"
KAGGLE_00406,Consulting Analyst,Great Place to Work,Bangalore,,,kaggle_2022,"Data analysis: identify, analyze and interpret data from surveys, workshops, participant feedback and progress during long term engagement."
KAGGLE_00407,Data Privacy Officer (Junior),FENG GROUP,Bangalore,2022-07-23,,kaggle_2022,"Working collaboratively with the internal compliance team for data privacy compliance requirements;,Basic knowledge of data privacy compliance requirements like…"
KAGGLE_00408,Data Base Administrator (SQL/Postgres SQL DBA),Albanero Dev Private Limited,Hyderabad,2022-07-26,,kaggle_2022,"Relevant Experience Required: * 2.5- 7 years.,Bachelor's Degree in Computer Science or Computer Engineering.,Expertise in writing and optimising SQL statements,…"
KAGGLE_00409,Business Insights Analyst,Masalabox Food Network Private Limited,Bangalore,2022-07-26,,kaggle_2022,Understand the visualization requirements of the team and accordingly prepare the data strategies to pull and present the required information.
KAGGLE_00410,data science trainer-Big Data,Presidency Digital India Pvt. Ltd.,Mumbai,2022-07-22,,kaggle_2022,Translate complex functional and technical requirements into detail design Implementing ETL process for integration of data from disparate sources.
KAGGLE_00411,Application Developer: JD Edwards,IBM,Kolkata,,,kaggle_2022,"Ability to drive workshops, obtain requirements & perform gap analysis, create design, prepare & execute testing & data conversion,."
KAGGLE_00412,Junior ML/ Data Science Engineer,mStack Inc,Kochi,2022-07-05,,kaggle_2022,"We are looking for data science engineers who have strong interest in data science.,Acquire data from primary or secondary data sources and perform data tagging…"
KAGGLE_00413,Application Architect: Data Platforms,IBM,Hyderabad,2022-07-13,,kaggle_2022,"Proven ability in multiple disciplines of data warehousing such as data access, ETL and data management.,Responsible for Hadoop development and implementation…"
KAGGLE_00414,Data Scientist,Intuit,Bangalore,2022-07-13,,kaggle_2022,"2+ years experience with data science.,You must be comfortable partnering with those directly involved with big data infrastructure, software, and data…"
KAGGLE_00415,Lead- Data Science,MMC Corporate,Mumbai,2022-07-23,,kaggle_2022,"Advanced knowledge of script editor to connect and retrieve data from various data sources at the extraction stage.,6 months instalment option through payroll."
KAGGLE_00416,Associate - QR Strats Data Analytics - APAC,Morgan Stanley,Mumbai,2022-07-23,,kaggle_2022,"Automate construction of complex data models consisting of data from diverse data sources across the firm.,An understanding of feature engineering from data."
KAGGLE_00417,Data Scientist Level-2,Ignatiuz Software Pvt. Ltd,Indore,2022-07-19,,kaggle_2022,"3+ years of hands-on experience with data science or analytics in a business context.,Aptitude for data manipulation and Exploratory analysis techniques;…"
KAGGLE_00418,"Manager, Data Science 2",PayPal,Bangalore,2022-07-08,,kaggle_2022,"Leveraging data analysis tools and technologies.,Ensuring the team is delivering on our KPIs by using various data mining and data visualization tools to…"
KAGGLE_00419,Data Engineer,BI3 Technologies India Pvt Ltd,Chennai,2022-07-23,,kaggle_2022,"Ø Work with data and analytics experts to strive for greater functionality in our data systems.,Ø Build the infrastructure required for optimal extraction,…"
KAGGLE_00420,Data Science Consultant Lead,Serendipity Corporate Services,Pune,,,kaggle_2022,"Understanding of data structures, data modelling and software architecture.,Transforming data science prototypes and applying appropriate ML algorithms and…"
KAGGLE_00421,Data Scientist,tiket.com,India,2022-07-20,,kaggle_2022,"Knowledge of data science concepts (regression, classification, clustering,.,Mining/data analysis methods, using a variety of data tools, building and."
KAGGLE_00422,Data Science- AI Product,Spectral Consultants,Bangalore,2022-07-19,,kaggle_2022,"Owning the development of AI component within product for accuracy & efficiency.,Involve in research & conceptualization & product design for new product line."
KAGGLE_00423,Data Scientist,Resource Tree,Chennai,2022-07-22,,kaggle_2022,"Experience in *different visualization techniques, data profiling and data validation*.,Researching solutions to overcome data analytics challenges."
KAGGLE_00424,Data Scientist,drivebuddyAI,Remote,2022-07-23,,kaggle_2022,"Work with data storage like SQL & NoSQL DBs.,Experience with mathematical models for data patterns & profiling.,Data gathering, analysis & report generations."
KAGGLE_00425,Data Science Analytics Manager,Accenture,Gurgaon,2022-07-20,,kaggle_2022,"I Design and implement scalable data repositories to integrate qualitative and quantitative research data.,I Create foundational data capabilities by leveraging…"
KAGGLE_00426,L3 Consultant Data Science - Remote,Aliqan Technologies,Bangalore,2022-07-15,,kaggle_2022,The ideal candidate will be responsible for creating data driven solutions that at the core are driven by relevant learning algorithms.
KAGGLE_00427,Senior Specialist - Data Science,Accelya,Pune,2022-06-26,,kaggle_2022,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.,Develop custom data models and algorithms."
KAGGLE_00428,Associate Test Engineer,IQVIA,Bangalore,2022-07-24,,kaggle_2022,"Develops and executes test plans and scripts to confirm the quality and success of various technologies.,Manual and automated testing of applications and web…"
KAGGLE_00429,Data & Analytics Analyst,NatWest Group,Gurgaon,2022-06-26,,kaggle_2022,"Knowledge of data engineering, data science and decisioning disciplines.,Sharing relevant updates with key stakeholders bringing together advanced analytics,…"
KAGGLE_00430,Data Science Analytics Manager,Accenture,Gurgaon,2022-07-20,,kaggle_2022,"I Design and implement scalable data repositories to integrate qualitative and quantitative research data.,I Create foundational data capabilities by leveraging…"
KAGGLE_00431,Senior Specialist - Data Science,Accelya,Pune,2022-06-26,,kaggle_2022,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.,Develop custom data models and algorithms."
KAGGLE_00432,Associate Test Engineer,IQVIA,Bangalore,2022-07-24,,kaggle_2022,"Develops and executes test plans and scripts to confirm the quality and success of various technologies.,Manual and automated testing of applications and web…"
KAGGLE_00433,Data & Analytics Analyst,NatWest Group,Gurgaon,2022-06-26,,kaggle_2022,"Knowledge of data engineering, data science and decisioning disciplines.,Sharing relevant updates with key stakeholders bringing together advanced analytics,…"
KAGGLE_00434,Python Developer – Fresher,IntelloGrit,Remote,2022-07-22,,kaggle_2022,"Implement security and data protection solutions.,We are looking for a Python Developer to join our engineering team and help us develop and maintain various…"
KAGGLE_00435,Data Scientist,Bosch Group,Bangalore,2022-06-26,,kaggle_2022,"Experience: At least 2 years of experience of professional data science.,Enthusiasm: Passion for data science and advanced analytics, developing…"
KAGGLE_00436,Data Engineer,Walmart Global Tech India,Bangalore,2022-06-26,,kaggle_2022,"Our Data Engineering team comes in to help Walmart manage this data, by building pipelines and data lakes to prepare big data for analysis, they help unlock…"
KAGGLE_00437,Data Scientist,BEIING,Delhi,2022-06-30,,kaggle_2022,"Collaborate with and influence leadership to ensure data science directly impacts strategy.,The ideal candidate would be someone who has worked in a data…"
KAGGLE_00438,Assistant Manager Data Integrity - Hyderabad,Deloitte,Hyderabad,2022-06-26,,kaggle_2022,"Provides end-to-end support around database management, data visualization, data science, data reporting and technology development."
KAGGLE_00439,Data Engineer 1,JLL,Bangalore,2022-07-13,,kaggle_2022,"Design & develop data management and data persistence solutions for application use cases leveraging relational, non-relational databases and enhancing our data…"
KAGGLE_00440,Data Science Associate,BlissClub,Bangalore,2022-06-28,,kaggle_2022,"Build a deep understanding of levers of those metrics, by diving into data and customer interactions.,Own the measurement of key business metrics, across…"
KAGGLE_00441,Data Engineer (Web Scraping),Whitetail Technologies,Bangalore,2022-07-21,,kaggle_2022,"As a data engineer who is focused on web-scraping, you will be responsible for extracting and ingesting data from websites and data-sources using web crawling…"
KAGGLE_00442,Data Science Trainer,Baroda Institute of Technology,Vadodara,2022-07-22,,kaggle_2022,"Candidate should have exposure to Python, data analytics, data science, Machine learning, Deep Learning.,Data science: 1 year (Preferred)."
KAGGLE_00443,Associate Data Analyst,UnitedHealthcare,Bangalore,2022-06-26,,kaggle_2022,"Analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic…"
KAGGLE_00444,Specialist - Data Sciences,Larsen & Toubro Infotech Limited,Delhi,2022-07-20,,kaggle_2022,"Understanding of data and data analysis; experience with large data sets.,Deliver ownership to setup ML / NLP models with respect to tools, data and…"
KAGGLE_00445,Data Engineer,Johnson Electric,Chennai,,,kaggle_2022,"Good knowledge of data processing and data visualization (preferably Power BI).,Support the team in drafting, communicating and enforcing standards for data…"
KAGGLE_00446,Adjunct Faculty - Data Science (Remote),eduCLaaS,Delhi,2022-07-19,,kaggle_2022,"Data science trainer: 3 years (Required).,3+ years of experience in data science and machine learning.,O Azure Machine Learning knowledge especially with data…"
KAGGLE_00447,Data science Trainer,Synergy plus business group consultant,Bangalore,2022-06-26,,kaggle_2022,"Data science: 10 years (Required).,We are looking for - Data science Corporate Trainer.*.,CTC: Up to 16 LPA.*."
KAGGLE_00448,Data Scientist,OneBanc Technologies,Gurgaon,2022-07-17,,kaggle_2022,"Practical experience with SAS, ETL, data processing, database programming and data analytics.,Research and develop statistical learning models for data analysis…"
KAGGLE_00449,Associate Manager - Data Science,Standard Chartered,Bangalore,2022-07-21,,kaggle_2022,"Ensure data security and data sharing in a secured manner.,The role involves extensive data processing and analysis leveraging multiple relevant data sources."
KAGGLE_00450,Data Scientist,Isquare Soft,Bangalore,2022-06-26,,kaggle_2022,"Knowledge of data structures, relational data, and big data platforms.,We are looking for a strong Data Scientist with 5+ years of experience to support…"
KAGGLE_00451,JBPM / Camunda Consultant,Infosys Limited,Bangalore,2022-07-02,,kaggle_2022,"Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data •…"
KAGGLE_00452,Data scientist,Honeywell,Bangalore,2022-06-26,,kaggle_2022,"Mine and analyze data from company databases to drive optimization and improvement of data quality.,Enhancing data quality using AI/ML based approaches."
KAGGLE_00453,Junior Business Analyst,Khelo Tech & Strategy Pvt Ltd,Delhi,2022-07-21,,kaggle_2022,"Handle tough technical problems and data issues.,Adhere to company data functional and user interface standards in the design of application user interface,…"
KAGGLE_00454,Genesys Expert,Infosys Limited,Hyderabad,2022-07-01,,kaggle_2022,"Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data •…"
KAGGLE_00455,Data Architect,Publicis Groupe,Gurgaon,2022-07-26,,kaggle_2022,"This will be a data-focused role that involves working with clients on data/audience strategy, data onboarding and data audience insights as well as internally…"
KAGGLE_00456,Data Engineer Azure,IBM,Gurgaon,2022-06-26,,kaggle_2022,"Delivered ETL solution including data extraction, transformation, cleansing, data integration and data management."
KAGGLE_00457,Technology Analyst (React Js),Infosys Limited,Hyderabad,2022-06-26,,kaggle_2022,"Bachelors or Masters in Engineering or related technical field (Computer science).,Develop and deliver applications/projects on time and with very high code…"
KAGGLE_00458,Software Tester,Virginia Transformer Corp.,Delhi,2022-07-14,,kaggle_2022,"G) SQL/ Access knowledge will be an additional benefit in case scripts needs to be generated to validate data from databases.,F) Writing UAT test cases."
KAGGLE_00459,Data Science Trainer,London International Studies and Research Center,Delhi,2022-07-16,,kaggle_2022,"Strong, practical data analysis and data science skills.,Minimum of 3-5 years’ experience delivering highly technical courses for our key personas (software…"
KAGGLE_00460,Actuarial Data Analyst,iptiQ,Bangalore,,,kaggle_2022,"Build algorithms and data models to translate effective findings in reproducible analytics.,You have applied these skills using real business data to develop…"
KAGGLE_00461,Data Science Trainer,Eagletfly Solutions,Delhi,2022-07-23,,kaggle_2022,"Looking for Data Science & analytics Trainers weekends batches to teach 'Python, Data Science/Analytics, Machine Learning, Deep Learning / Artificial…"
KAGGLE_00462,Research Analyst - ESG Data Solutions-2,FactSet Research Systems,Hyderabad,2022-07-20,,kaggle_2022,"Collect, analyze and process company reported data from various data sources and into the database utilized by the ESG content team."
KAGGLE_00463,Azure Data Engineer,ITC Infotech India Ltd,Bangalore,2022-07-14,,kaggle_2022,"Proven experience in Azure Cloud and its components.,Good Exposure of ADLS and Data and Delta Lake.,Good Exposure on ADF /ADB /Synapse."
KAGGLE_00464,"Manager, Data Science",Standard Chartered,Bangalore,2022-07-20,,kaggle_2022,"Ensure data security and data sharing in a secured manner.,The role involves extensive data processing and analysis leveraging multiple relevant data sources."
KAGGLE_00465,Data Engineer - Planetrics,McKinsey & Company,Bangalore,2022-06-26,,kaggle_2022,"Experience developing production data pipelines and productionising data-science models.,In this role, you will work with financial data, terabytes of global…"
KAGGLE_00466,Data Science,Shifastar,Mumbai,2022-06-26,,kaggle_2022,"Experience with preprocessing of data for machine learning.,Design, Development and Deployment of new Machine Learning Solutions."
KAGGLE_00467,ETL/Data Engineer,Eastvantage,Bangalore,2022-07-12,,kaggle_2022,"Comfortable with using Python on data and analytics needs.,Comfortable with using Python on data and analytics needs.,Experience in working with the AWS Suite."
KAGGLE_00468,Clinical Data Manager III,Clinipace,Remote,2022-07-23,,kaggle_2022,"Developing data management guidelines and study documentation.,Identification of data issues and query generation.,Review of CRF design against protocol."
KAGGLE_00469,Director - Data Science and Business Analytics,Standard Chartered,Bangalore,2022-06-26,,kaggle_2022,"Drive Innovation by incorporating AI, Machine Learning, and data science frameworks to leverage the power of data.,Experience/Exposure with big data technology."
KAGGLE_00470,Big Data Administrator,Valiance Solutions,Noida,2022-07-05,,kaggle_2022,"Using strong data science, data engineering & cloud engineering.,Hands-on experience with Hadoop deployment.,Ambari, Hive, Nifi, Spark, etc."
KAGGLE_00471,Senior Manager Data Analytics,GSK,Bangalore,,,kaggle_2022,"Responsible to develop a data governance framework, including data governance strategy, approach, and road map for the data relevant to the Secondary data…"
KAGGLE_00472,Data Analyst,Wakefit,Bangalore,2022-07-09,,kaggle_2022,"Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization."
KAGGLE_00473,Clinical Data Manager III,Clinipace,Remote,2022-07-23,,kaggle_2022,"Developing data management guidelines and study documentation.,Identification of data issues and query generation.,Review of CRF design against protocol."
KAGGLE_00474,Director - Data Science and Business Analytics,Standard Chartered,Bangalore,2022-06-26,,kaggle_2022,"Drive Innovation by incorporating AI, Machine Learning, and data science frameworks to leverage the power of data.,Experience/Exposure with big data technology."
