job_id,skill_id,skill_name
KAGGLE_00351,20,Python
KAGGLE_00351,26,SQL
KAGGLE_00351,28,Spark
KAGGLE_00353,29,Statistics
KAGGLE_00357,20,Python
KAGGLE_00357,22,R
KAGGLE_00361,15,NumPy
KAGGLE_00361,16,Pandas
KAGGLE_00361,20,Python
KAGGLE_00362,20,Python
KAGGLE_00362,22,R
KAGGLE_00362,26,SQL
KAGGLE_00364,3,ETL
KAGGLE_00364,26,SQL
KAGGLE_00365,13,Machine Learning
KAGGLE_00366,26,SQL
KAGGLE_00367,2,Deep Learning
KAGGLE_00367,13,Machine Learning
KAGGLE_00367,26,SQL
KAGGLE_00368,20,Python
KAGGLE_00368,26,SQL
KAGGLE_00372,13,Machine Learning
KAGGLE_00372,20,Python
KAGGLE_00372,22,R
KAGGLE_00372,26,SQL
KAGGLE_00374,29,Statistics
KAGGLE_00375,29,Statistics
KAGGLE_00380,13,Machine Learning
KAGGLE_00380,20,Python
KAGGLE_00384,15,NumPy
KAGGLE_00384,20,Python
KAGGLE_00384,22,R
KAGGLE_00390,13,Machine Learning
KAGGLE_00395,13,Machine Learning
KAGGLE_00395,20,Python
KAGGLE_00396,22,R
KAGGLE_00398,29,Statistics
KAGGLE_00408,26,SQL
KAGGLE_00410,3,ETL
KAGGLE_00412,13,Machine Learning
KAGGLE_00413,3,ETL
KAGGLE_00413,9,Hadoop
KAGGLE_00420,13,Machine Learning
KAGGLE_00424,26,SQL
KAGGLE_00434,20,Python
KAGGLE_00442,2,Deep Learning
KAGGLE_00442,13,Machine Learning
KAGGLE_00442,20,Python
KAGGLE_00444,13,Machine Learning
KAGGLE_00444,14,NLP
